0.40	-0.72	-4.00
0.80	-0.58	-3.00
1.20	-0.71	-4.00
1.60	-3.29	-17.00
2.00	1000.00	1000.00
2.40	-9.42	-30.00
2.80	-12.30	-32.00
3.20	-67.03	-52.00
3.60	-67.53	-50.00
4.00	-18.81	-30.00
4.40	-60.55	-34.00
4.80	-61.99	-31.00
5.20	-43.35	-19.00
5.60	-9.60	-3.00
6.00	27.88	13.00
6.40	0.17	1.00
6.80	-25.22	-9.00
7.20	-30.64	-10.00
7.60	-37.08	-13.00
8.00	-6.42	-8.00
8.40	1.52	5.00
8.80	3.63	12.00
9.20	14.66	12.00
9.60	26.87	11.00
10.00	-2.72	0.00
10.40	-35.27	-14.00
10.80	-41.88	-18.00
11.20	-44.24	-17.00
11.60	2.72	7.00
12.00	-7.64	-7.00
12.40	-44.24	-17.00
12.80	-0.07	1.00
13.20	10.19	17.00
13.60	37.00	17.00
14.00	47.25	24.00
14.40	55.59	30.00
14.80	51.76	28.00
15.20	42.79	22.00
15.60	41.40	21.00
16.00	37.00	17.00
16.40	31.69	15.00
16.80	33.41	15.00
17.20	29.12	12.00
17.60	-5.10	-1.00
18.00	-25.22	-9.00
18.40	-26.01	-10.00
18.80	-37.02	-16.00
19.20	-42.21	-17.00
19.60	-50.36	-18.00
20.00	-55.66	-18.00
20.40	-48.01	-15.00
20.80	-34.73	-10.00
21.20	11.57	5.00
21.60	11.57	5.00
22.00	40.65	18.00
22.40	33.33	14.00
22.80	29.49	13.00
23.20	19.67	34.00
23.60	26.15	22.00
24.00	31.01	12.00
24.40	16.07	18.00
24.80	31.14	20.00
25.20	0.65	1.00
25.60	-12.78	-3.00
26.00	21.04	8.00
26.40	18.29	7.00
26.80	37.36	15.00
27.20	-8.95	-2.00
27.60	-43.03	-15.00
28.00	-11.55	-10.00
28.40	3.29	7.00
28.80	31.27	13.00
29.20	43.38	17.00
29.60	52.49	25.00
30.00	63.36	35.00
30.40	15.33	35.00
30.80	24.49	37.00
31.20	41.55	38.00
31.60	22.09	30.00
32.00	-14.00	-4.00
32.40	37.36	15.00
32.80	64.10	42.00
33.20	62.37	39.00
33.60	33.13	12.00
34.00	-10.24	-2.00
34.40	-34.52	-9.00
34.80	-37.14	-11.00
35.20	-35.16	-13.00
35.60	-37.06	-14.00
36.00	-35.04	-12.00
36.40	-28.93	-10.00
36.80	-20.55	-6.00
37.20	-28.28	-9.00
37.60	-35.04	-12.00
38.00	11.47	4.00
38.40	21.53	7.00
38.80	3.82	2.00
39.20	-25.81	-8.00
39.60	-31.10	-11.00
40.00	-32.17	-9.00
40.40	-33.96	-7.00
40.80	-41.40	-7.00
41.20	-46.74	-10.00
41.60	-51.62	-12.00
42.00	-47.00	-13.00
42.40	-46.65	-20.00
42.80	-55.69	-26.00
43.20	-59.82	-33.00
43.60	-61.90	-36.00
44.00	-54.01	-30.00
44.40	-27.39	-10.00
44.80	1000.00	1000.00
45.20	1000.00	1000.00
45.60	1000.00	1000.00
46.00	1000.00	1000.00
46.40	1000.00	1000.00
46.80	1000.00	1000.00
47.20	1000.00	1000.00
47.60	1000.00	1000.00
48.00	1000.00	1000.00
48.40	1000.00	1000.00
48.80	1000.00	1000.00
49.20	1000.00	1000.00
49.60	1000.00	1000.00
50.00	1000.00	1000.00
50.40	1000.00	1000.00
50.80	1000.00	1000.00
51.20	1000.00	1000.00
51.60	1000.00	1000.00
52.00	1000.00	1000.00
52.40	1000.00	1000.00
52.80	1000.00	1000.00
53.20	1000.00	1000.00
53.60	1000.00	1000.00
54.00	1000.00	1000.00
54.40	1000.00	1000.00
54.80	1000.00	1000.00
55.20	1000.00	1000.00
55.60	1000.00	1000.00
56.00	1000.00	1000.00
56.40	1000.00	1000.00
56.80	1000.00	1000.00
57.20	1000.00	1000.00
57.60	1000.00	1000.00
58.00	1000.00	1000.00
58.40	1000.00	1000.00
58.80	1000.00	1000.00
59.20	1000.00	1000.00
59.60	1000.00	1000.00
60.00	1000.00	1000.00
60.40	1000.00	1000.00
60.80	1000.00	1000.00
61.20	1000.00	1000.00
61.60	1000.00	1000.00
62.00	1000.00	1000.00
62.40	1000.00	1000.00
62.80	1000.00	1000.00
63.20	1000.00	1000.00
63.60	1000.00	1000.00
64.00	1000.00	1000.00
64.40	1000.00	1000.00
64.80	1000.00	1000.00
65.20	35.24	16.00
65.60	47.14	27.00
66.00	42.36	23.00
66.40	38.43	19.00
66.80	36.85	18.00
67.20	33.54	17.00
67.60	26.42	13.00
68.00	23.79	11.00
68.40	21.64	10.00
68.80	29.12	12.00
69.20	29.12	12.00
69.60	6.56	9.00
70.00	6.41	9.00
70.40	14.81	7.00
70.80	35.29	15.00
71.20	35.35	14.00
71.60	37.58	14.00
72.00	19.79	7.00
72.40	1000.00	1000.00
72.80	1000.00	1000.00
73.20	-14.90	-4.00
73.60	5.93	3.00
74.00	27.88	13.00
74.40	33.48	16.00
74.80	31.27	13.00
75.20	1000.00	1000.00
75.60	1000.00	1000.00
76.00	1000.00	1000.00
76.40	1000.00	1000.00
76.80	1000.00	1000.00
77.20	1000.00	1000.00
77.60	1000.00	1000.00
78.00	1000.00	1000.00
78.40	1000.00	1000.00
78.80	1000.00	1000.00
79.20	1000.00	1000.00
79.60	1000.00	1000.00
80.00	1000.00	1000.00
80.40	1000.00	1000.00
80.80	1000.00	1000.00
81.20	1000.00	1000.00
81.60	1000.00	1000.00
82.00	1000.00	1000.00
82.40	1000.00	1000.00
82.80	1000.00	1000.00
83.20	1000.00	1000.00
83.60	1000.00	1000.00
84.00	1000.00	1000.00
84.40	1000.00	1000.00
84.80	1000.00	1000.00
85.20	1000.00	1000.00
85.60	1000.00	1000.00
86.00	1000.00	1000.00
86.40	1000.00	1000.00
86.80	1000.00	1000.00
87.20	1000.00	1000.00
87.60	1000.00	1000.00
88.00	1000.00	1000.00
88.40	1000.00	1000.00
88.80	1000.00	1000.00
89.20	1000.00	1000.00
